Date,Hour,Load
9/29/2005,7,161.494
9/29/2005,8,161.07
9/29/2005,9,150.989
9/29/2005,10,154.264
9/29/2005,11,161.245
9/29/2005,12,175.557
9/29/2005,13,191.452
9/29/2005,14,210.95
9/29/2005,15,229.799
9/29/2005,16,241.284
9/29/2005,17,256.658
9/29/2005,18,254.167
9/29/2005,19,247.129
9/29/2005,20,249.162
9/29/2005,21,253.767
9/29/2005,22,230.717
9/29/2005,23,191.373
9/29/2005,24,152.502
9/30/2005,1,125.425
9/30/2005,2,113.195
9/30/2005,3,107.097
9/30/2005,4,103.613
9/30/2005,5,105.806
9/30/2005,6,123.881
9/30/2005,7,159.286
9/30/2005,8,161.4
9/30/2005,9,148.074
9/30/2005,10,145.715
9/30/2005,11,144.29
9/30/2005,12,144.71
9/30/2005,13,146.102
9/30/2005,14,146.12
9/30/2005,15,146.207
9/30/2005,16,149.702
9/30/2005,17,156.29
9/30/2005,18,163.072
9/30/2005,19,166.361
9/30/2005,20,176.576
9/30/2005,21,181.009
9/30/2005,22,172.424
9/30/2005,23,158.431
9/30/2005,24,137.455
10/1/2005,1,118.678
10/1/2005,2,108.467
10/1/2005,3,102.976
10/1/2005,4,100.427
10/1/2005,5,100.915
10/1/2005,6,106.695
10/1/2005,7,115.776
10/1/2005,8,128.339
10/1/2005,9,145.07
10/1/2005,10,156.774
10/1/2005,11,162.562
10/1/2005,12,169.56
10/1/2005,13,182.458
10/1/2005,14,200.069
10/1/2005,15,220.145
10/1/2005,16,237.79
10/1/2005,17,248.331
10/1/2005,18,249.108
10/1/2005,19,237.375
10/1/2005,20,231.807
10/1/2005,21,226.388
10/1/2005,22,206.712
10/1/2005,23,184.267
10/1/2005,24,157.386
10/2/2005,1,135.954
10/2/2005,2,121.217
10/2/2005,3,112.567
10/2/2005,4,107.659
10/2/2005,5,105.315
10/2/2005,6,108.016
10/2/2005,7,115.016
10/2/2005,8,129.153
10/2/2005,9,156.02
10/2/2005,10,175.589
10/2/2005,11,189.084
10/2/2005,12,206.164
10/2/2005,13,222.438
10/2/2005,14,229.406
10/2/2005,15,235.324
10/2/2005,16,242.951
10/2/2005,17,245.375
10/2/2005,18,246.557
10/2/2005,19,241.9
10/2/2005,20,251.58
10/2/2005,21,251.092
10/2/2005,22,224.578
10/2/2005,23,187.491
10/2/2005,24,150.709
10/3/2005,1,124.759
10/3/2005,2,111.122
10/3/2005,3,103.818
10/3/2005,4,100.869
10/3/2005,5,103.385
10/3/2005,6,121.349
10/3/2005,7,154.889
10/3/2005,8,157.039
10/3/2005,9,146.015
10/3/2005,10,147.528
10/3/2005,11,154.99
10/3/2005,12,164.48
10/3/2005,13,176.711
10/3/2005,14,191.884
10/3/2005,15,207.318
10/3/2005,16,224.793
10/3/2005,17,240.969
10/3/2005,18,251.768
10/3/2005,19,251.26
10/3/2005,20,252.914
10/3/2005,21,250.284
10/3/2005,22,222.696
10/3/2005,23,187.518
10/3/2005,24,155.343
10/4/2005,1,130.827
10/4/2005,2,119.058
10/4/2005,3,111.493
10/4/2005,4,108.189
10/4/2005,5,110.367
10/4/2005,6,128.076
10/4/2005,7,164.558
10/4/2005,8,165.884
10/4/2005,9,153.66
10/4/2005,10,156.698
10/4/2005,11,169.393
10/4/2005,12,185.521
10/4/2005,13,200.899
10/4/2005,14,215.21
10/4/2005,15,228.867
10/4/2005,16,242.188
10/4/2005,17,254.546
10/4/2005,18,259.851
10/4/2005,19,253.111
10/4/2005,20,256.806
10/4/2005,21,254.254
10/4/2005,22,231.91
10/4/2005,23,192.585
10/4/2005,24,157.157
10/5/2005,1,132.779
10/5/2005,2,120.231
10/5/2005,3,112.918
10/5/2005,4,110.924
10/5/2005,5,114.08
10/5/2005,6,133.722
10/5/2005,7,172.796
10/5/2005,8,177.88
10/5/2005,9,163.479
10/5/2005,10,161.336
10/5/2005,11,167.014
10/5/2005,12,175.362
10/5/2005,13,184.076
10/5/2005,14,198.189
10/5/2005,15,214.242
10/5/2005,16,223.384
10/5/2005,17,231.529
10/5/2005,18,241.607
10/5/2005,19,247.251
10/5/2005,20,255.493
10/5/2005,21,256.02
10/5/2005,22,236.07
10/5/2005,23,204.505
10/5/2005,24,169.538
10/6/2005,1,145.649
10/6/2005,2,131.095
10/6/2005,3,125.472
10/6/2005,4,122.725
10/6/2005,5,124.57
10/6/2005,6,142.99
10/6/2005,7,182.09
10/6/2005,8,187.542
10/6/2005,9,172.817
10/6/2005,10,170.711
10/6/2005,11,171.952
10/6/2005,12,174.329
10/6/2005,13,175.511
10/6/2005,14,173.797
10/6/2005,15,171.851
10/6/2005,16,174.256
10/6/2005,17,183.38
10/6/2005,18,195.481
10/6/2005,19,209.148
10/6/2005,20,227.226
10/6/2005,21,226.316
10/6/2005,22,212.264
10/6/2005,23,185.834
10/6/2005,24,158.449
10/7/2005,1,137.996
10/7/2005,2,126.085
10/7/2005,3,120.947
10/7/2005,4,118.706
10/7/2005,5,121.027
10/7/2005,6,137.547
10/7/2005,7,170.183
10/7/2005,8,179.63
10/7/2005,9,174.324
10/7/2005,10,176.814
10/7/2005,11,180.952
10/7/2005,12,183.349
10/7/2005,13,184.72
10/7/2005,14,187.289
10/7/2005,15,190.731
10/7/2005,16,194.722
10/7/2005,17,203.446
10/7/2005,18,212.196
10/7/2005,19,219.227
10/7/2005,20,227.314
10/7/2005,21,224.848
10/7/2005,22,216.569
10/7/2005,23,201.389
10/7/2005,24,178.347
10/8/2005,1,157.574
10/8/2005,2,144.163
10/8/2005,3,136.565
10/8/2005,4,131.609
10/8/2005,5,129.813
10/8/2005,6,132.465
10/8/2005,7,140.183
10/8/2005,8,152.43
10/8/2005,9,173.011
10/8/2005,10,194.741
10/8/2005,11,207.745
10/8/2005,12,212.036
10/8/2005,13,214.172
10/8/2005,14,213.525
10/8/2005,15,213.246
10/8/2005,16,214.981
10/8/2005,17,216.561
10/8/2005,18,218.27
10/8/2005,19,216.149
10/8/2005,20,221.664
10/8/2005,21,218.195
10/8/2005,22,203.629
10/8/2005,23,184.815
10/8/2005,24,160.155
10/9/2005,1,135.64
10/9/2005,2,119.528
10/9/2005,3,110.398
10/9/2005,4,105.351
10/9/2005,5,103.33
10/9/2005,6,104.972
10/9/2005,7,111.347
10/9/2005,8,126.658
10/9/2005,9,151.006
10/9/2005,10,165.483
10/9/2005,11,165.05
10/9/2005,12,164.669
10/9/2005,13,169.574
10/9/2005,14,173.059
10/9/2005,15,171.573
10/9/2005,16,172.248
10/9/2005,17,176.517
10/9/2005,18,185.054
10/9/2005,19,196.75
10/9/2005,20,216.332
10/9/2005,21,216.984
10/9/2005,22,197.651
10/9/2005,23,169.303
10/9/2005,24,140.167
10/10/2005,1,119.496
10/10/2005,2,108.993
10/10/2005,3,103.997
10/10/2005,4,101.958
10/10/2005,5,103.802
10/10/2005,6,121.328
10/10/2005,7,156.529
10/10/2005,8,164.329
10/10/2005,9,154.193
10/10/2005,10,153.759
10/10/2005,11,154.651
10/10/2005,12,155.889
10/10/2005,13,153.992
10/10/2005,14,151.736
10/10/2005,15,151.014
10/10/2005,16,154.578
10/10/2005,17,164.698
10/10/2005,18,178.947
10/10/2005,19,191.735
10/10/2005,20,205.856
10/10/2005,21,203.283
10/10/2005,22,186.603
10/10/2005,23,159.24
10/10/2005,24,132.528
10/11/2005,1,113.322
10/11/2005,2,104.016
10/11/2005,3,100.283
10/11/2005,4,98.462
10/11/2005,5,101.791
10/11/2005,6,120.637
10/11/2005,7,157.527
10/11/2005,8,162.334
10/11/2005,9,148.86
10/11/2005,10,146.052
10/11/2005,11,145.698
10/11/2005,12,146.324
10/11/2005,13,146.334
10/11/2005,14,146.794
10/11/2005,15,147.153
10/11/2005,16,151.735
10/11/2005,17,160.727
10/11/2005,18,175.436
10/11/2005,19,189.356
10/11/2005,20,208.863
10/11/2005,21,207.935
10/11/2005,22,192.31
10/11/2005,23,163.793
10/11/2005,24,134.391
10/12/2005,1,114.142
10/12/2005,2,105.194
10/12/2005,3,101.219
10/12/2005,4,99.769
10/12/2005,5,102.734
10/12/2005,6,121.398
10/12/2005,7,158.889
10/12/2005,8,163.202
10/12/2005,9,148.746
10/12/2005,10,146.278
10/12/2005,11,145.09
10/12/2005,12,144.416
10/12/2005,13,144.03
10/12/2005,14,143.185
10/12/2005,15,143.431
10/12/2005,16,147.279
10/12/2005,17,157.84
10/12/2005,18,169.75
10/12/2005,19,180.062
10/12/2005,20,197.861
10/12/2005,21,199.341
10/12/2005,22,184.912
10/12/2005,23,159.008
10/12/2005,24,129.71
10/13/2005,1,109.855
10/13/2005,2,101.265
10/13/2005,3,97.735
10/13/2005,4,95.766
10/13/2005,5,98.893
10/13/2005,6,117.494
10/13/2005,7,153.709
10/13/2005,8,157.619
10/13/2005,9,144.483
10/13/2005,10,143.532
10/13/2005,11,142.422
10/13/2005,12,142.89
10/13/2005,13,146.043
10/13/2005,14,153.183
10/13/2005,15,163.173
10/13/2005,16,176.31
10/13/2005,17,190.009
10/13/2005,18,198.195
10/13/2005,19,198.358
10/13/2005,20,214.514
10/13/2005,21,212.792
10/13/2005,22,194.803
10/13/2005,23,164.737
10/13/2005,24,133.932
10/14/2005,1,111.529
10/14/2005,2,101.226
10/14/2005,3,97.109
10/14/2005,4,95.389
10/14/2005,5,98.393
10/14/2005,6,117.388
10/14/2005,7,153.962
10/14/2005,8,157.072
10/14/2005,9,144.771
10/14/2005,10,142.892
10/14/2005,11,145.064
10/14/2005,12,147.37
10/14/2005,13,152.394
10/14/2005,14,159.834
10/14/2005,15,168.63
10/14/2005,16,178.246
10/14/2005,17,186.782
10/14/2005,18,190.46
10/14/2005,19,185.252
10/14/2005,20,191.934
10/14/2005,21,187.529
10/14/2005,22,175.013
10/14/2005,23,158.564
10/14/2005,24,135.265
10/15/2005,1,114.754
10/15/2005,2,102.833
10/15/2005,3,97.372
10/15/2005,4,95.022
10/15/2005,5,95.365
10/15/2005,6,100.767
10/15/2005,7,111.011
10/15/2005,8,124.602
10/15/2005,9,141.912
10/15/2005,10,152.718
10/15/2005,11,157.037
10/15/2005,12,159.212
10/15/2005,13,164.928
10/15/2005,14,170.543
10/15/2005,15,178.936
10/15/2005,16,189.124
10/15/2005,17,196.412
10/15/2005,18,196.934
10/15/2005,19,188.944
10/15/2005,20,194.458
10/15/2005,21,189.755
10/15/2005,22,175.028
10/15/2005,23,156.328
10/15/2005,24,134.177
10/16/2005,1,114.804
10/16/2005,2,103.193
10/16/2005,3,97.371
10/16/2005,4,94.128
10/16/2005,5,93.652
10/16/2005,6,96.552
10/16/2005,7,104.77
10/16/2005,8,121.889
10/16/2005,9,148.895
10/16/2005,10,158.861
10/16/2005,11,153.431
10/16/2005,12,150.97
10/16/2005,13,154.15
10/16/2005,14,156.545
10/16/2005,15,157.911
10/16/2005,16,161.849
10/16/2005,17,168.376
10/16/2005,18,174.129
10/16/2005,19,177.311
10/16/2005,20,195.291
10/16/2005,21,193.55
10/16/2005,22,175.221
10/16/2005,23,148.979
10/16/2005,24,122.7
10/17/2005,1,105.901
10/17/2005,2,98.441
10/17/2005,3,96.131
10/17/2005,4,96.407
10/17/2005,5,101.397
10/17/2005,6,122.508
10/17/2005,7,157.507
10/17/2005,8,162.44
10/17/2005,9,153.782
10/17/2005,10,150.218
10/17/2005,11,146.965
10/17/2005,12,143.771
10/17/2005,13,142.243
10/17/2005,14,141.963
10/17/2005,15,143.054
10/17/2005,16,148.314
10/17/2005,17,157.578
10/17/2005,18,168.16
10/17/2005,19,178.858
10/17/2005,20,202.102
10/17/2005,21,199.308
10/17/2005,22,182.396
10/17/2005,23,152.845
10/17/2005,24,125.822
10/18/2005,1,108.629
10/18/2005,2,101.144
10/18/2005,3,99.416
10/18/2005,4,99.579
10/18/2005,5,105.05
10/18/2005,6,128.507
10/18/2005,7,170.04
10/18/2005,8,170.7
10/18/2005,9,152.515
10/18/2005,10,144.96
10/18/2005,11,141.12
10/18/2005,12,139.854
10/18/2005,13,142.202
10/18/2005,14,145.764
10/18/2005,15,151.716
10/18/2005,16,161.78
10/18/2005,17,175.142
10/18/2005,18,184.593
10/18/2005,19,189.668
10/18/2005,20,210.022
10/18/2005,21,207.108
10/18/2005,22,186.965
10/18/2005,23,156.307
10/18/2005,24,126.205
10/19/2005,1,107.103
10/19/2005,2,98.046
10/19/2005,3,94.876
10/19/2005,4,93.834
10/19/2005,5,98.068
10/19/2005,6,118.557
10/19/2005,7,157.553
10/19/2005,8,159.92
10/19/2005,9,143.357
10/19/2005,10,140.548
10/19/2005,11,142.349
10/19/2005,12,147.441
10/19/2005,13,158.02
10/19/2005,14,170.13
10/19/2005,15,182.224
10/19/2005,16,197.795
10/19/2005,17,212.109
10/19/2005,18,221.894
10/19/2005,19,219.873
10/19/2005,20,230.979
10/19/2005,21,225.359
10/19/2005,22,202.759
10/19/2005,23,170.897
10/19/2005,24,136.757
10/20/2005,1,115.458
10/20/2005,2,105.063
10/20/2005,3,100.168
10/20/2005,4,98.228
10/20/2005,5,101.057
10/20/2005,6,120.349
10/20/2005,7,158.305
10/20/2005,8,160.821
10/20/2005,9,145.412
10/20/2005,10,144.499
10/20/2005,11,150.653
10/20/2005,12,161.477
10/20/2005,13,176.406
10/20/2005,14,194.806
10/20/2005,15,210.782
10/20/2005,16,223.995
10/20/2005,17,234.369
10/20/2005,18,236.504
10/20/2005,19,232.415
10/20/2005,20,243.907
10/20/2005,21,236.997
10/20/2005,22,215.244
10/20/2005,23,181.793
10/20/2005,24,148.02
10/21/2005,1,123.005
10/21/2005,2,109.985
10/21/2005,3,103.045
10/21/2005,4,99.859
10/21/2005,5,101.736
10/21/2005,6,119.269
10/21/2005,7,154.508
10/21/2005,8,159.969
10/21/2005,9,148.268
10/21/2005,10,147.895
10/21/2005,11,152.97
10/21/2005,12,157.826
10/21/2005,13,165.256
10/21/2005,14,176.348
10/21/2005,15,188.286
10/21/2005,16,198.775
10/21/2005,17,206.596
10/21/2005,18,208.752
10/21/2005,19,207.218
10/21/2005,20,212.544
10/21/2005,21,205.19
10/21/2005,22,191.892
10/21/2005,23,173.782
10/21/2005,24,148.822
10/22/2005,1,127.407
10/22/2005,2,114.706
10/22/2005,3,106.682
10/22/2005,4,103.379
10/22/2005,5,102.867
10/22/2005,6,107.241
10/22/2005,7,116.502
10/22/2005,8,131.303
10/22/2005,9,149.569
10/22/2005,10,162.594
10/22/2005,11,167.474
10/22/2005,12,170.762
10/22/2005,13,176.507
10/22/2005,14,181.267
10/22/2005,15,183.632
10/22/2005,16,185.623
10/22/2005,17,186.111
10/22/2005,18,185.466
10/22/2005,19,181.52
10/22/2005,20,191.21
10/22/2005,21,184.803
10/22/2005,22,171.028
10/22/2005,23,153.952
10/22/2005,24,132.81
10/23/2005,1,114.72
10/23/2005,2,104.43
10/23/2005,3,99.989
10/23/2005,4,98.899
10/23/2005,5,100.325
10/23/2005,6,106.043
10/23/2005,7,117.584
10/23/2005,8,141.053
10/23/2005,9,170.97
10/23/2005,10,175.58
10/23/2005,11,162.944
10/23/2005,12,154.883
10/23/2005,13,152.969
10/23/2005,14,150.928
10/23/2005,15,148.828
10/23/2005,16,149.338
10/23/2005,17,153.927
10/23/2005,18,161.098
10/23/2005,19,172.706
10/23/2005,20,198.067
10/23/2005,21,196.179
10/23/2005,22,178.19
10/23/2005,23,151.966
10/23/2005,24,126.352
10/24/2005,1,109.447
10/24/2005,2,103.451
10/24/2005,3,102.376
10/24/2005,4,103.364
10/24/2005,5,109.79
10/24/2005,6,133.693
10/24/2005,7,175.588
10/24/2005,8,180.35
10/24/2005,9,165.321
10/24/2005,10,161.959
10/24/2005,11,157.978
10/24/2005,12,156.043
10/24/2005,13,155.196
10/24/2005,14,153.708
10/24/2005,15,154.313
10/24/2005,16,160.598
10/24/2005,17,175.324
10/24/2005,18,192.805
10/24/2005,19,216.102
10/24/2005,20,240.438
10/24/2005,21,238.328
10/24/2005,22,221.577
10/24/2005,23,192.491
10/24/2005,24,164.485
10/25/2005,1,148.789
10/25/2005,2,143.632
10/25/2005,3,143.204
10/25/2005,4,145.603
10/25/2005,5,153.694
10/25/2005,6,180.063
10/25/2005,7,225.058
10/25/2005,8,225.086
10/25/2005,9,202.294
10/25/2005,10,185.254
10/25/2005,11,171.377
10/25/2005,12,161.405
10/25/2005,13,156.46
10/25/2005,14,151.683
10/25/2005,15,150.843
10/25/2005,16,156.337
10/25/2005,17,167.424
10/25/2005,18,184.943
10/25/2005,19,209.612
10/25/2005,20,231.18
10/25/2005,21,228.979
10/25/2005,22,212.82
10/25/2005,23,186.007
10/25/2005,24,159.782
10/26/2005,1,145.456
10/26/2005,2,141.248
10/26/2005,3,140.801
10/26/2005,4,142.957
10/26/2005,5,151.381
10/26/2005,6,176.989
10/26/2005,7,218.904
10/26/2005,8,219.485
10/26/2005,9,196.922
10/26/2005,10,182.337
10/26/2005,11,167.809
10/26/2005,12,156.327
10/26/2005,13,148.286
10/26/2005,14,142.273
10/26/2005,15,139.034
10/26/2005,16,140.61
10/26/2005,17,149.613
10/26/2005,18,164.121
10/26/2005,19,185.377
10/26/2005,20,210.013
10/26/2005,21,213.241
10/26/2005,22,204.298
10/26/2005,23,181.406
10/26/2005,24,158.652
10/27/2005,1,148.505
10/27/2005,2,147.075
10/27/2005,3,149.946
10/27/2005,4,155.749
10/27/2005,5,167.548
10/27/2005,6,197.777
10/27/2005,7,243.164
10/27/2005,8,245.75
10/27/2005,9,224.176
10/27/2005,10,200.292
10/27/2005,11,178.081
10/27/2005,12,162.681
10/27/2005,13,152.242
10/27/2005,14,144.915
10/27/2005,15,140.529
10/27/2005,16,141.498
10/27/2005,17,149.173
10/27/2005,18,161.898
10/27/2005,19,184.497
10/27/2005,20,209.591
10/27/2005,21,211.785
10/27/2005,22,201.827
10/27/2005,23,178.876
10/27/2005,24,154.511
10/28/2005,1,139.063
10/28/2005,2,134.964
10/28/2005,3,135.169
10/28/2005,4,138.923
10/28/2005,5,147.527
10/28/2005,6,172.82
10/28/2005,7,213.131
10/28/2005,8,218.498
10/28/2005,9,200.922
10/28/2005,10,186.393
10/28/2005,11,171.131
10/28/2005,12,158.938
10/28/2005,13,148.992
10/28/2005,14,143.798
10/28/2005,15,141.851
10/28/2005,16,143.399
10/28/2005,17,150.926
10/28/2005,18,163.146
10/28/2005,19,179.025
10/28/2005,20,193.771
10/28/2005,21,195.076
10/28/2005,22,191.919
10/28/2005,23,183.017
10/28/2005,24,168.922
10/29/2005,1,158.192
10/29/2005,2,154.585
10/29/2005,3,156.79
10/29/2005,4,161.43
10/29/2005,5,168.61
10/29/2005,6,180.761
10/29/2005,7,197.884
10/29/2005,8,218.297
10/29/2005,9,233.317
10/29/2005,10,225.691
10/29/2005,11,204.867
10/29/2005,12,187.077
10/29/2005,13,172.844
10/29/2005,14,162.294
10/29/2005,15,155.284
10/29/2005,16,153.06
10/29/2005,17,155.55
10/29/2005,18,161.219
10/29/2005,19,172.658
10/29/2005,20,191.462
10/29/2005,21,193.425
10/29/2005,22,191.74
10/29/2005,23,184.243
10/29/2005,24,171.989
10/30/2005,1,161.005
10/30/2005,2,158.263
10/30/2005,2,162.318
10/30/2005,3,168.164
10/30/2005,4,176.658
10/30/2005,5,188.18
10/30/2005,6,206.925
10/30/2005,7,233.576
10/30/2005,8,234.583
10/30/2005,9,209.57
10/30/2005,10,179.44
10/30/2005,11,161.617
10/30/2005,12,156.331
10/30/2005,13,152.635
10/30/2005,14,148.016
10/30/2005,15,148.633
10/30/2005,16,155.054
10/30/2005,17,174.241
10/30/2005,18,197.173
10/30/2005,19,198.791
10/30/2005,20,193.55
10/30/2005,21,177.756
10/30/2005,22,156.814
10/30/2005,23,139.296
10/30/2005,24,158.263
10/31/2005,1,132.028
10/31/2005,2,133.108
10/31/2005,3,137.468
10/31/2005,4,144.587
10/31/2005,5,157.989
10/31/2005,6,189.501
10/31/2005,7,231.37
10/31/2005,8,223.742
10/31/2005,9,194.384
10/31/2005,10,172.244
10/31/2005,11,158.217
10/31/2005,12,148.499
10/31/2005,13,144.234
10/31/2005,14,141.173
10/31/2005,15,141.112
10/31/2005,16,145.265
10/31/2005,17,156.41
10/31/2005,18,174.068
10/31/2005,19,185.88
10/31/2005,20,182.149
10/31/2005,21,184.204
10/31/2005,22,178.516
10/31/2005,23,155.982
10/31/2005,24,135.155
11/1/2005,1,126.39
11/1/2005,2,126.503
11/1/2005,3,129.992
11/1/2005,4,135.898
11/1/2005,5,147.968
11/1/2005,6,177.42
11/1/2005,7,219.231
11/1/2005,8,209.514
11/1/2005,9,183.764
11/1/2005,10,166.641
11/1/2005,11,152.232
11/1/2005,12,143.578
11/1/2005,13,138.432
11/1/2005,14,134.887
11/1/2005,15,133.619
11/1/2005,16,137.407
11/1/2005,17,150.109
11/1/2005,18,176.165
11/1/2005,19,206.413
11/1/2005,20,206.515
11/1/2005,21,197.939
11/1/2005,22,178.482
11/1/2005,23,151.48
11/1/2005,24,126.92
11/2/2005,1,114.555
11/2/2005,2,110.622
11/2/2005,3,110.209
11/2/2005,4,111.843
11/2/2005,5,120.394
11/2/2005,6,147.146
11/2/2005,7,188.342
11/2/2005,8,180.671
11/2/2005,9,160.098
11/2/2005,10,150.511
11/2/2005,11,143.956
11/2/2005,12,138.898
11/2/2005,13,136.166
11/2/2005,14,134.059
11/2/2005,15,133.709
11/2/2005,16,137.903
11/2/2005,17,149.865
11/2/2005,18,177.007
11/2/2005,19,204.928
11/2/2005,20,205.745
11/2/2005,21,202.224
11/2/2005,22,190.541
11/2/2005,23,167.343
11/2/2005,24,146.312
11/3/2005,1,138.02
11/3/2005,2,138.502
11/3/2005,3,142.997
11/3/2005,4,149.256
11/3/2005,5,162.195
11/3/2005,6,193.677
11/3/2005,7,237.731
11/3/2005,8,227.028
11/3/2005,9,193.485
11/3/2005,10,169.227
11/3/2005,11,153.923
11/3/2005,12,143.882
11/3/2005,13,138.112
11/3/2005,14,134.511
11/3/2005,15,133.107
11/3/2005,16,136.163
11/3/2005,17,146.319
11/3/2005,18,173.019
11/3/2005,19,201.78
11/3/2005,20,205.615
11/3/2005,21,200.313
11/3/2005,22,186.628
11/3/2005,23,163.458
11/3/2005,24,142.159
11/4/2005,1,130.905
11/4/2005,2,129.272
11/4/2005,3,131.304
11/4/2005,4,136.459
11/4/2005,5,147.35
11/4/2005,6,174.792
11/4/2005,7,216.738
11/4/2005,8,209.467
11/4/2005,9,180.884
11/4/2005,10,162.275
11/4/2005,11,149.214
11/4/2005,12,141.568
11/4/2005,13,137.59
11/4/2005,14,135.37
11/4/2005,15,135.611
11/4/2005,16,138.557
11/4/2005,17,144.523
11/4/2005,18,165.104
11/4/2005,19,182.23
11/4/2005,20,176.894
11/4/2005,21,169.555
11/4/2005,22,159.86
11/4/2005,23,145.886
11/4/2005,24,128.4
11/5/2005,1,113.392
11/5/2005,2,106.809
11/5/2005,3,105.334
11/5/2005,4,106.506
11/5/2005,5,111.13
11/5/2005,6,120.751
11/5/2005,7,134.925
11/5/2005,8,153.145
11/5/2005,9,164.075
11/5/2005,10,164.042
11/5/2005,11,159.399
11/5/2005,12,155.552
11/5/2005,13,153.088
11/5/2005,14,151.96
11/5/2005,15,152.104
11/5/2005,16,153.634
11/5/2005,17,156.667
11/5/2005,18,171.746
11/5/2005,19,184.617
11/5/2005,20,177.944
11/5/2005,21,169.099
11/5/2005,22,158.598
11/5/2005,23,143.432
11/5/2005,24,124.935
11/6/2005,1,110.292
11/6/2005,2,103.028
11/6/2005,3,100.091
11/6/2005,4,100.912
11/6/2005,5,103.484
11/6/2005,6,109.527
11/6/2005,7,120.135
11/6/2005,8,142.221
11/6/2005,9,164.828
11/6/2005,10,166.788
11/6/2005,11,155.469
11/6/2005,12,150.179
11/6/2005,13,152.46
11/6/2005,14,152.483
11/6/2005,15,152.498
11/6/2005,16,153.853
11/6/2005,17,160.077
11/6/2005,18,179.853
11/6/2005,19,199.755
11/6/2005,20,198.326
11/6/2005,21,190.214
11/6/2005,22,170.905
11/6/2005,23,144.469
11/6/2005,24,120.55
11/7/2005,1,104.562
11/7/2005,2,97.707
11/7/2005,3,95.295
11/7/2005,4,95.754
11/7/2005,5,101.795
11/7/2005,6,124.251
11/7/2005,7,163.219
11/7/2005,8,161.988
11/7/2005,9,146.752
11/7/2005,10,142.79
11/7/2005,11,141.456
11/7/2005,12,141.807
11/7/2005,13,144.008
11/7/2005,14,146.275
11/7/2005,15,148.55
11/7/2005,16,153.071
11/7/2005,17,160.795
11/7/2005,18,183.067
11/7/2005,19,207.118
11/7/2005,20,204.48
11/7/2005,21,194.135
11/7/2005,22,175.068
11/7/2005,23,148.42
11/7/2005,24,123.619
11/8/2005,1,110.181
11/8/2005,2,105.491
11/8/2005,3,105.588
11/8/2005,4,108.269
11/8/2005,5,117.147
11/8/2005,6,143.382
11/8/2005,7,183.703
11/8/2005,8,179.044
11/8/2005,9,157.541
11/8/2005,10,147.2
11/8/2005,11,140.723
11/8/2005,12,138.162
11/8/2005,13,137.982
11/8/2005,14,138.292
11/8/2005,15,141.76
11/8/2005,16,146.361
11/8/2005,17,154.921
11/8/2005,18,180.637
11/8/2005,19,204.096
11/8/2005,20,203.58
11/8/2005,21,193.565
11/8/2005,22,173.928
11/8/2005,23,147.004
11/8/2005,24,120.017
11/9/2005,1,104.749
11/9/2005,2,98.802
11/9/2005,3,96.94
11/9/2005,4,97.44
11/9/2005,5,104.184
11/9/2005,6,128.089
11/9/2005,7,167.411
11/9/2005,8,162.966
11/9/2005,9,146.54
11/9/2005,10,140.5
11/9/2005,11,139.236
11/9/2005,12,142.348
11/9/2005,13,146.634
11/9/2005,14,150.326
11/9/2005,15,153.458
11/9/2005,16,158.043
11/9/2005,17,165.95
11/9/2005,18,190.253
11/9/2005,19,211.034
11/9/2005,20,206.495
11/9/2005,21,197.648
11/9/2005,22,179.725
11/9/2005,23,154.021
11/9/2005,24,126.605
11/10/2005,1,108.645
11/10/2005,2,101.383
11/10/2005,3,97.547
11/10/2005,4,96.961
11/10/2005,5,100.858
11/10/2005,6,121.754
11/10/2005,7,159.231
11/10/2005,8,159.04
11/10/2005,9,145.214
11/10/2005,10,142.171
11/10/2005,11,140.396
11/10/2005,12,139.3
11/10/2005,13,137.475
11/10/2005,14,135.55
11/10/2005,15,135.923
11/10/2005,16,138.904
11/10/2005,17,147.167
11/10/2005,18,174.132
11/10/2005,19,198.477
11/10/2005,20,201.694
11/10/2005,21,198.034
11/10/2005,22,190.02
11/10/2005,23,171.958
11/10/2005,24,153.674
11/11/2005,1,142.658
11/11/2005,2,141.423
11/11/2005,3,145.02
11/11/2005,4,150.926
11/11/2005,5,163.204
11/11/2005,6,188.119
11/11/2005,7,216.08
11/11/2005,8,224.185
11/11/2005,9,214.702
11/11/2005,10,191.684
11/11/2005,11,174.749
11/11/2005,12,162.258
11/11/2005,13,152.536
11/11/2005,14,145.187
11/11/2005,15,142.162
11/11/2005,16,142.741
11/11/2005,17,150.502
11/11/2005,18,179.401
11/11/2005,19,200.256
11/11/2005,20,200.199
11/11/2005,21,199.113
11/11/2005,22,195.431
11/11/2005,23,187.428
11/11/2005,24,173.871
11/12/2005,1,163.802
11/12/2005,2,161.133
11/12/2005,3,163.21
11/12/2005,4,166.96
11/12/2005,5,173.942
11/12/2005,6,186.286
11/12/2005,7,201.276
11/12/2005,8,219.035
11/12/2005,9,218.976
11/12/2005,10,199.697
11/12/2005,11,180.235
11/12/2005,12,165.848
11/12/2005,13,155.254
11/12/2005,14,149.003
11/12/2005,15,146.187
11/12/2005,16,146.801
11/12/2005,17,153.892
11/12/2005,18,175.715
11/12/2005,19,192.885
11/12/2005,20,191.562
11/12/2005,21,188.909
11/12/2005,22,183.113
11/12/2005,23,172.174
11/12/2005,24,158.173
11/13/2005,1,146.994
